,data
522,oanh nguyễn với quần hiện tại phương đang live cho c lấy sz s nha
523,"shop gui nham mau cho em r , em dat xanh mà shop giao da bo"
524,khách 2560 size s ạ
525,khách 4392 cho minh đổi lấy áo này
526,khách 738 shop ơi mình mới nhận đc hàng
527,khách 13219 có size k ạ
528,quyên đặng e lua xong het r e chuyen khoan het tien mot lan luon dc ko
529,khách 7560 cổ rộng quá mặc lên nó bị rớt x à shop ơi
530,khách 1313 vay nay con k b
531,khách 1984 da
532,khách 460 chưa ak
533,"sóp ơi giao sai mầu cho e r, em đặt mầu cá hồi giao màu nâu thế ạ"
534,"nay minh mới nhận hàng bên shop mà thay giao sai màu , shop xanh thổi lai cho e với"
535,khách 4971 mình lấy 2 cái nha
536,khách 6083 alo
537,khách 738 e cọc card vina shop nhé
538,cẩm tú v mẫu này còn kg ạ
539,khách 738 đăng khoa cọc card
540,khách 728 lấy cho chị 1 cái đầm hoa này với 1 ái hồng hôm qua chốt trên live nhé em
541,"nay minh nhan hang mà sai m ben shop chat qua , m doi lai size s dc k"
542,khách 4438 ok c
543,khách 1331 salon tuyết anh xã lộc hiệp lộc ninh bình phước xxxxx
544,khách 3911 e thích sét nay quá
545,tho nguyễn minh alo lại thì ko đc
546,"shop giao nham size XL cho em r , em dat size xl co ma , đổi lại cho e di"
547,cao thi xuan thien tài khoản củ đúng ko để chị chuyển khoản
548,khách 2931 báo giá mẫu này ah
549,"cho em đổi mầu này lấy lòng đào được k shop , e mặc k hợp"
550,khách 735 lấy cho c size m nha e
551,khách 452 báo giá dùm mình 2 mẫu trên nha
552,lấy c trắng nude luôn nha cám ơn pé
553,khách 10106 dạ ok c
554,khách 466 con k shop
555,khách 1174 c oi mau ao nay con k c con chot cho e 1 cai nha c
556,"em thường mặc đồ bên shop size XL  mà sao nay nhận set này chật quá, em muốn đổi qua size XL ạ"
557,khách 9375 mẫu đẹp nhưng jum màu hồng mình mặc chậc giờ có được đổi lại ko shop
558,khách 3231 dam bi lỗi roi c oi h e goi lai c nha
559,"luc baoi em dam nay mau reu dc k shop, mau nay ken da qua"
560,khách 477 e dat sai s
561,khách 1396 bạn ơi cho mjnh hoi bộ nay còn ko bạn
562,khách 5323 e mới vừa nhận được hàng rất thích nhưng quần bị lỗi rớt mất 1 nút rồi
563,"Sốp chốt size m mà giờ giao size m , đỏi lai cho e di"
564,khách 844 gia ship q10 gia bn vay b oi
565,an an da ck
566,khách 1331 cj oi
567,khách 735 cho mình sdt ng nhận với ạ
568,khách 757 179 99 278k
569,khách 646 còn k c
570,khách 2515 mẫu này còn k ạ
571,khách 801 mẫu này còn ko r
572,khách 6069 ok lấy sz m cũng đc
573,yen nhu nguyen cho mình gu i có ban nv moi go i cho t đơn cho minh mà so t đơn nay
574,khách 5961 mẫu vest công sở hồng bao nhiêu ạ
575,khách 6142 lấy c 1 đầm này
576,skop check xem ai ko nghe máy thì để e với ạ
577,khách 9746 có size không ạ
578,khách 9106 giá bn ạ ship bình định bn ạ
579,khách 5078 bn
580,mình đặt set này màu xanh non chuoi mà trông hơi già
581,khách 5174 vua rong vua dai
582,khách 4395 ok
583,khách 4327 bao nhiu
584,cẩm nhân bữa e chốt 1 đen 1 cam rồi
585,"E đặt mầu lục bảo , shop giao lộn em màu vàng , đổi lại cho em với ạ"
586,khách 735 e oi c vừa ck rồi nha
587,khách 5089 shop ơi
588,khách 7582 ok shop
589,khách 510 cho mình hỏi sop còn mẫu này không ạ
590,khách 509 mẫu này shop còn k ạ
591,khách 3956 helo
592,khách 949 mình cao m54 năng 52 kg
593,khách 4225 sh ơi
594,khách 4591 nhưng rộng ntn mình mặc nó tụt
595,vân lê mẫu đầm ak e
596,khách 1918 shop ơi
597,nguyễn lê xuân an 09 xanh mxxxxx
598,khách 1790 gia bn ạ
599,my my còn mẫu số 1 k shop
600,khách 781 k biết bên shop có bán đồ size này k
601,khách 9264 đợt này thấy lâu quá
602,"màu vàng này trên live nhạt mà sao về đậm quá shop, cho e đổi sang ngọc thạch với"
603,khách 738 đã ck 1415k shop kt dùm
604,mỹ ngân chị bỏ mất rùi shop ơi
605,khách 1865 hằng ơi em bảo nhân viên gọi lại chốt đơn dùm chị với xxxxx chị nguyễn thị ánh nguyệt cảm ơn hằng
606,khách 1037 chj lay mau den e
607,khách 1770 cho c so ne
608,khách 10275 sao shop giao kì vsayj
609,crystal luu tổng của chị bao nhiêu luôn nha em
610,khách 10226 hàng của e áo 85 đầm 150 ship 35 ra có 270
611,khách 9736 mẫu này bao nhiu shop
612,bùi thanh thuy m
613,khách 678 cho stk
614,khách 388 pizza italia 146 trần phú lộc son bảo lộc lâm đồng ạ
615,khách 779 mấy bạn có check tn chốt đơn ship hàng giúp e nhé
616,"shop ktra lại dùm e , e đặt set caro xanh lơ đen mà nay lại ship set nay cho e "
617,khách 1055 alo
618,"cá hồii em dam nay mau reu dc k shop, mau nay ken da qua"
619,khách 1110 bị lộn size ạ
620,khách 3442 e nhận đc hàng ui đẹp lắm
621,ha tran qua live muộn c buồn ngủ quá k coi được bộ này
622,khách 1381 mình còn k ạ
623,khách 1925 ak ok
624,khách 4572 ok ạ
625,khách 11498 em đổi chị đầm này size m nha em
626,khách 1039 liên hệ tư vấn viên
627,khách 10229 shop ơi trong bill của em shop ghi tổng tiền là 400k nhưg sao bên ngoài gói hàng shop ghi thu hộ là 480k e đt cho shop nhưng không có bắt máy
628,khách 2482 vũ thị thuỳ dương
629,r lấp tỉnh đăk nôngxxxxx
630,khách 2542 giá s ạ
631,khách 4678 ok shop
632,khách 12904 mẫu này có size k sho
633,Shop chốt size xl rồi lại giao size M cho mình v sốp
634,crystal luu lấy áo trắng luôn
635,khách 945 e 51kg mông 90cm nhung đùi to ko biết quần vừa ko set quan den
636,khách 3382 chi oi e 55kg có sz k chi oi
637,khách 11089 miễn phí ship ko shop
638,khách 790 giờ chị chuyển khoản luôn nhé
639,khách 482 shop ơi
640,khách 786 ok cảm ơn em
641,khách 11046 giá nhiu và ship nhiu vậy bạn mình mới mua lần đầu
642,khách 673 đầm đen này còn k shop
643,khách 804 hi e
644,khách 949 a2 40q tổ 7 8 ấp 1 vĩnh lộc a bình chánh hcm
645,mỹ trang ưu tiên mẫu vàng
646,khách 1381 mã này còn k c
647,khách 443 chu a cho t tre n live tuye nxxxxx 162 55 nguye n va n kho i p9 go va p
648,khách 780 dạ mình xem rồi
649,khách 953 cho chị chốt set này nhéxxxxx đc trường trung tiểu học đức trí 1 555 kp hòa lân 2 p thuận giao thuận an bình dương
650,khách 3842 dạ ok shop
651,khách 11531 ok e
652,khách 5937 nếu ko còn set kia thì đổi mìn set này cũng dc
653,khách 2561 đẹp lắm shop ạ
654,khách 742 à con set hong pai k e
655,khách 11443 hôm qua e gọi ko đc ạ
656,khách 1341 mẫu này bn ah
657,khách 916 sao e gọi đt bên số 1900 gọi hok đc shop ơi
658,yu mi e oi body 07 nay còn đỏ ko e
659,khách 5328 ùm em
660,khách 4504 màu giống hình k
661,bữa s chốt set đen cho e r mà sao h giao set đỏ thắm v
662,khách 13035 ok chị ạ
663,"em cho chị đổi set màu nude này lấy set trắng với , chị k ưng set màu nude này"
664,khách 10004 shop ơi
665,"em đặt mau nay mà size l rong qua shop oi, doi cho em size khac nhe"
666,khách 1342 váy này còn ko gởi chị e
667,khách 11903 ok shop
668,khách 3985 gia bn sop
669,khách 2968 c ơi
670,"màu vàng này trên live nhạt mà sao về đậm quá shop, cho e đổi sang xanh chuoi với"
671,oanh nguyễn áo nj co ai xả chốt e nha c
672,khách 9272 ok cảm ơn e
673,khách 692 alo shop
674,bữa s chốt set long dao cho e r mà sao h giao set nude v
675,khách 6107 cho em hỏi váy 210k còn màu khác o shop
676,"shop gui nham mau cho em r , em dat kaki mà shop giao den"
677,khách 9696 da
678,khách 2810 minh đặt hàng nhưng gởi hok đúng
679,khách 7718 ok c ạ
680,khách 2809 cái này nhiêu vậy sop
681,khách 958 nếu hết thì đee c ck 2 cái kia e giữ hàng c cho nhé
682,khách 684 em về thấy rách ntn thì mặc kiểu gì ship
683,mai nguyen ok
684,khách 12563 chị
685,khách 952 nêu co về lại để e 1 cai nha sshop
686,khách 10534 dạ e cảm on shop ạ
687,"Giao lộn mau cho em r shop, cho em xanh da trờii lai a"
688,khách 12541 lấy sét nay nha chị
689,khách 10002 c cho e sdt người nhận của shop ạ
690,"Sốp giao nhầm mâux cho e r , em đạt set màu nude mà giao set do"
691,khách 7157 ok
692,"S ship nhầm mau cho mình mình , m dat do yen chi mà giao cam , cho mình doi lai "
693,khách 536 còn áo này ko ạ
694,khách 902 đơn hàng c nhận rồi nhưng quần jean suông size xl bên e giao cho c size l c k mặc được quần có 2 nút thì chỉ có 1 bị lỗi c muốn đổi lại size xl như đã đặt bjo bước tiếp theo c fai làm sao e
695,khách 1440 set ao đỏ voi set đen
696,khách 472 còn chốt cho chị nhé
697,khách 6491 còn kg shop giá bn ạ
698,khách 13236 e gửi lại 1 bô bị trùng cho shop rồi á
699,khách 825 cho mình bộ này size l nhé
700,khách 734 co n k sop
701,khách 4384 e oi
702,khách 2003 chị cao 1 5 nặng 52 kg mặc size gì e
703,"màu vàng này trên live nhạt mà sao về đậm quá shop, cho e đổi sang xanh chuối với"
704,khách 2552 size l thì khoảng bao nhiêu cân ạ
705,Ủa shop sao em đặt size L mà giao size xl cho em vậy
706,khách 958 ok e
707,khách 5289 giá bao nhiêu một chiếc vậy shop
708,khách 5128 có size k ạ
709,khách 9578 vang ak
710,khách 876 ao trang den cai nao cug het ha ban
711,khách 1000 lấy e 2 mau đó nha
712,khách 1890 ok
713,khách 2536 c ơi
714,khách 10611 dạ
715,"ủa em ơi, c đặt sét men ngọc mà sao giao mẫu này cho c?"
716,khách 790 ak gởi địa chỉ 71 nguyễn tất thành
717,khách 5423 vai dep nha shop rất ưng ập
718,khách 6605 sao góc cổ đầm bên mình giao cho em lại bị bung ạ
719,khách 937 mua nhieu lan lam ma kan nay thất vọng hàng quá
720,"Sốp giao nhầm mâux cho e r , em đạt set tim mà giao set do"
721,mỹ trang vậy thôi chốt đơn gửi c nha
722,khách 472 chị chưa
723,khách 683 các mau do con ko
724,khách 673 alo
725,khách 11498 chị nhận đầm hoa vàng ngoài bọc là size m nhưng áo size s cho chị đổi lại nha em
726,khách 917 đầm kem nếu còn đổi lại size s nha shop
727,"Shop giao lộn màu cho em r , mẫu này em đặt màu rêu s giao màu lam sẫm "
728,khách 4991 chot chi mu den va 2 mau nay nhe em oi
729,khách 642 set trên chị vô live trễ kg kịp đă t còn ha ng kg e
730,khách 735 cho e chốt thêm mẫu này a
731,khách 287 e lấy màu xanb
732,khách 4521 chị cho e xin sdt của giao hang
733,khách 10606 chị nhận được hàng rồi hàng siêu xinh luôn
734,khách 892 c kiểm tra lại giúp e nếu thấy đơn của e rồi thì e đạt thêm mẫu kem ở trên nũa nha shop
735,khách 2787 ok em
736,khách 719 nay e coi live có chốt đc mấy thứ
737,khách 1461 có gì nt cho e để em báo lại cho chị e nhận và thanh toán hết tiền cho chị luôn nha
738,khách 12957 shop ơi thứ 2 e co mua 2 bộ trên live shop có đọc tên chốt rồi sao tới nay chưa thấy gọi chốt đơn ạ
739,khách 13045 b oi
740,khách 792 ao nay con ko shop oi
741,mỹ trang rách 1 đường dài gần cả gang tay lòi cả vải bên trong luôn e ơi
742,khách 3374 rep tn dùm
743,khách 2802 ok đổi cai khac cho ci nhe cho ci đc
744,09 3456 3537 phương
745,khách 2852 dạ
746,khách 6778 shop gởi e mẫu này
747,khách 83 giá hiện tại thì sao
748,khách 948 bữa shop có gọi chốt em 2 mẫu trên với 1 váy đỏ có hỏi em mẫu trắng là mã bnhiu em có nói kh nhớ và cũng kh thấy shop gọi lại luôn
749,khách 11 chất vải j ak
750,khách 5718 shop ơi còn hồng s ko ạ đổi cho e cái hồng s nha shop e mới xem lại thấy hồng ak
751,khách 824 mình 54kg1m58 mặc size gì đc nhỉ
752,khách 659 p bến thành q1
753,khách 9586 em chào shop e có mua đầm bên shop nhưng nhận về thì hư dây kéo với hạt chuỗi bị rớt ra hết rồi ạ
754,khách 267 alo
755,khách 944 c đặt những món này nè e
756,"em cho chị đổi set xanh nõn chuối này lấy set trắng với , chị k ưng set xanh nõn chuối này"
757,khách 658 e cảm ơn shop ạ
758,khách 5669 em oi
759,khách 61 h ơi
760,meo meo hehe thiếu 1 lọ nhỏ nha mà hum đó là lọ bbr 25ml
761,khách 9868 set nay thiêu dây cột
762,Shop chốt size S rồi lại giao size xl cho mình v sốp
763,khách 7796 dạ
764,khách 1457 e chốt size s
765,khách 1038 lấy quần jean size 26
766,khách 944 alo
767,khách 2527 còn k e
768,khách 831 cho minh đia chi đi shop
769,khách 10377 ok
770,khách 1004 e
771,khách 2562 s ơi ib giúp mình đi ạ
772,khách 9695 dạ
773,khách 392 sườn xám size m còn ko ạ
774,mình đặt set này màu ametit mà trông hơi già
775,khách 938 alo
776,"màu xanh thủy tinh này trên live nhạt mà sao về đậm quá shop, cho e đổi sang màu nude với"
777,khách 2516 giá nhiêu á c
778,khách 944 alo e
779,khách 13076 alo
780,"S ship nhầm mau cho mình mình , m dat tim mà giao cam , cho mình xanh non chuoii lai "
781,khách 11498 đổi chị đầm này size m nha em
782,trang thịnh 1 size l
783,"cho em đổi màu nu đi, màu xanh lá không có đẹp"
784,khách 903 kiểm tra giúp mình set vàng chấm bi còn hàng ko nhé thích mẫu này nè
785,khách 6726 ok nha
786,khách 933 em mag sz m thôi chị
787,mình đặt set này màu luc bao mà trông hơi già
788,khách 2568 e ơi
789,khách 8654 nếu còn hàng cho mình giá
790,"S ship nhầm mau cho mình mình , m dat tim mà giao cam quy , cho mình doi lai "
791,khách 7950 báo giá e với
792,shop da c lâ y thi ke m e sđt đi a chi e chô t cho c nha
793,"ủa shop , e thấy trên live màu xanh thủy tinh này đẹp lắm mà , sao e đặt về nó đậm v,e đổi màu đc ko
"
794,khách 6202 cho e xin gia từng mẫu ạ
795,khách 714 lấy chị size s nha
796,khách 1447 còn cái áo này bị bung chỉ bà cổ áo cũng bị lỗi xéo ạ
797,khách 2553 150 hàm nghi
798,"S ship nhầm mau cho mình mình , m dat tim mà giao cam , cho mình kakii lai "
799,khách 886 có ai xả sz s để chị nha em
800,khách 3708 có màu khác k shop
801,khách 10095 c ơi
802,chang vũ c đặt 1 hộp
803,khách 1021 dạ hôm qua e có đặt đồ trên live để nhân viên gọi e chốt đơn rồi e đặt thêm scandal lun ạ
804,nguyễn tuyền body hồng 135k
805,khách 9627 mình đặt 1c sz m
806,"S ship nhầm mau cho mình mình , m dat xanh crom mà giao cam , cho mình doi lai "
807,khách 795 đúng
808,khách 1918 check inb với ạ
809,"shop ktra lại dùm e , e đặt set caro trắng đồng mà nay lại ship set nay cho e "
810,hoàng lan hôm qua c có chốt đc bộ này e gởi dùm c nha
811,khách 3459 54kg vua hk shop ja bao nhieu a
812,khách 10650 cai này bn ạ
813,khách 232 sop oi chj đạc 1 đâm nhận rôi m sao chât qua sop co thê đôi lại đc kg
814,khách 242 em đã nhận được hàng đẹp lắm chị ạ lần đầu tiên mua hàng onl mà thấy thấy vừa ý sẽ ủng hộ sh nè
815,yen nhu nguyen kiem tra giùm
816,"cho em đổi màu xám này lấy màu xanh lá cây đc k , màu xám làm tối da quá"
817,khách 8818 báo sớm giup minh
818,khách 1096 mình còn mẩu này không gửi mình với
819,khách 12872 mình có đặt 1 quần đùi jean hôm chủ nhật đã gọi chốt đơn rùi nhưng tới giờ vẫn chưa thấy hàng nha
820,khách 11191 alooo
821,khách 6932 ok papie
822,"e dat mau nay size S mà chat qua , cho em doi size l voi"
823,khách 4667 dạ
824,khách 12037 dạ vâg ạ
825,Sao  e dat mãu trắng mà shop giao mẫu kaki cho e v
826,"shop ơi em đặt mẫu này màu vàng mà về trông hơi dừ , em đổi qua màu dua can đc k"
827,"ủa em ơi, c đặt sét xanh la cay mà sao giao mẫu này cho c?"
828,khách 8465 e gọi nv cứ bảo lát gọi lại mãi chẳng thấy
829,khách 7012 rồi c đổi mẫu lại có kg e
830,khách 673 váy hoa này còn ko chị
831,khách 935 dạ rồi nhưng không có đầm như hình c ạ
832,khách 811 liên hệ tư vấn viên
